Year,Category,Economic sectors,Source,Type,Fuel type,Gas,MMTCO2e
2026,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.00069937066893
2026,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000481481041239
2026,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000111336379809
2026,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2026,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000977867266401
2026,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.002019635240098
2026,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.000700522523965
2026,Projection,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.301768010444394
2026,Projection,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.035764186459942
2026,Projection,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.181713966332349
2026,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.045739528164514
2026,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.346462039280046
2026,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.000105212565398
2026,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.000254021132564
2026,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.009631833444024
2026,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.031953152376644
2026,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.085479837374566
2026,Projection,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.096434382650106
2026,Projection,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.224590177324386
2026,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
2026,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.861093223735709
2027,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CO2,0.185529413298451
2027,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.036908167219334
2027,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.372389802048520
2027,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,N2O,0.000895066496955
2027,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000089424879773
2027,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00073195793262
2027,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CH4,0.000050059647481
2027,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000037510436146
2027,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000614058668306
2027,Projection,Electric power,Transmission and Distribution,Non-Energy,N/A,SF6,0.008808240666517
2027,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.315853961247900
2027,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.003073168200904
2027,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.002191437056014
2027,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.773349225060750
2027,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.062364916462753
2027,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.060976519177313
2027,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000754774744969
2027,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005626423772404
2027,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000266041659805
2027,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.113312246407656
2027,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2027,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,1.983312861910790
2027,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.786571095040940
2027,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2027,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.004299583862624
2027,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000941821922604
2027,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
2027,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2027,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.001803516720899
2027,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000790119062587
2027,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
2027,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.011706391786623
2027,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.03893336538589
2027,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.228800038280796
2027,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2027,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.255968939899112
2027,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.655627097847191
2027,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2027,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000686784267197
2027,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000349675765875
2027,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.000634563615314
2027,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
2027,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000960268829973
2027,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.001466760762898
2027,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.003992640197024
2027,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.22967753155514
2027,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2027,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.271645174130155
2027,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.905806412102493
2027,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2027,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.00070354919036
2027,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000483107778684
2027,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000107737833143
2027,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2027,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000983709718065
2027,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.002026458803206
2027,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.000677880661556
2027,Projection,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.305233310524787
2027,Projection,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.035784965952777
2027,Projection,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.182824282134706
2027,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.045931710622856
2027,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.345941407491456
2027,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.000105696305784
2027,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.000255874188826
2027,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.009699145870959
2027,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.032282966404297
2027,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.086370913803852
2027,Projection,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.097420693202564
2027,Projection,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.223786408893722
2027,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
2027,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.861093223735709
2028,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CO2,0.18373084197595
2028,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.026636245158753
2028,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.33534568164808
2028,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,N2O,0.000886389485022
2028,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000064535414635
2028,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000712200617502
2028,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CH4,0.000049574355986
2028,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00002707022426
2028,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000597483739515
2028,Projection,Electric power,Transmission and Distribution,Non-Energy,N/A,SF6,0.008726201609981
2028,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.360340156379100
2028,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.003132201958016
2028,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.002233533275431
2028,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.729512085904870
2028,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.063640385896139
2028,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.060493727867669
2028,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000762379061134
2028,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005654144892005
2028,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00026967346379
2028,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.109787584739012
2028,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2028,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,2.015443287635190
2028,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.788861409648700
2028,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2028,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.004369275332701
2028,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000943029301651
2028,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
2028,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2028,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.001832749720093
2028,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000791131964472
2028,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
2028,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.011854117977963
2028,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.038107191480094
2028,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.229487207771604
2028,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2028,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.249174160825072
2028,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.655954480453704
2028,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2028,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000669554905179
2028,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000349850373917
2028,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.000604927180402
2028,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
2028,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000936178558696
2028,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00146749317918
2028,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.003806169339779
2028,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.239397164904969
2028,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2028,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.27286897315281
2028,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.910175421406224
2028,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2028,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000707213838624
2028,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00048543797016
2028,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000104139286478
2028,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2028,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000988833666981
2028,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.002036233096308
2028,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.000655238799146
2028,Projection,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.308152024375439
2028,Projection,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.035805745445612
2028,Projection,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.183934597937063
2028,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.046123893081199
2028,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.345420775702867
2028,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.00010618004617
2028,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.000257727245087
2028,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.009766458297894
2028,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.032612780431951
2028,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.087261990233137
2028,Projection,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.098407003755023
2028,Projection,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.223014156674016
2028,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
2028,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.861093223735709
2029,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CO2,0.18370550011074
2029,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.024509376268938
2029,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.300094944601930
2029,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,N2O,0.000886267225947
2029,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000059375127599
2029,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000693399795336
2029,Projection,Electric power,Fossil Fuel Combustion,Energy,Coal,CH4,0.00004956751823
2029,Projection,Electric power,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000024905674328
2029,Projection,Electric power,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000581711237698
2029,Projection,Electric power,Transmission and Distribution,Non-Energy,N/A,SF6,0.008644162553445
2029,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.401744953470750
2029,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.003187146660021
2029,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.002272713641793
2029,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.688888014210500
2029,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.063997332709826
2029,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.060010936558024
2029,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000769983377298
2029,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005681866011605
2029,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000273305267775
2029,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.109990157756985
2029,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2029,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,2.036189672632290
2029,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.803794260891300
2029,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2029,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.004414248228855
2029,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000950901413042
2029,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
2029,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2029,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.001851614189956
2029,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000797736084767
2029,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
2029,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.012001844169302
2029,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.038063702176391
2029,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.230174377262413
2029,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2029,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.2431115489173
2029,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.656662695888201
2029,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2029,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000654305540307
